S.No.,Video-Name,Task,Name/Id in source dataset,Source-Dataset,Manipulation,text,clean_text,Cluster
81,0080.mp4,Speed up the video to make it appear faster than it is. ,https://vimeo.com/590309797,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,0080.mp4 Speed up the video to make it appear faster than it is.  https://vimeo.com/590309797 Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,mp speed up the video to make it appear faster than it is https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
82,0081.mp4,Remove the skareboarer in black from the foreground. ,https://vimeo.com/589953741,Vimeo,Removing an entity/Removing a subject,0081.mp4 Remove the skareboarer in black from the foreground.  https://vimeo.com/589953741 Vimeo Removing an entity/Removing a subject,mp remove the skareboarer in black from the foreground https vimeo com vimeo removing an entity removing a subject,1
83,0082.mp4,Remove the person on the left who is speaking on the left in the first 10 seconds,https://vimeo.com/589870843,Vimeo,Removing an entity/Removing a subject,0082.mp4 Remove the person on the left who is speaking on the left in the first 10 seconds https://vimeo.com/589870843 Vimeo Removing an entity/Removing a subject,mp remove the person on the left who is speaking on the left in the first seconds https vimeo com vimeo removing an entity removing a subject,1
84,0083.mp4,"For the first 8 seconds, make it appear like the car reverses and then moves forward and leaves. ",https://vimeo.com/106624614,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,"0083.mp4 For the first 8 seconds, make it appear like the car reverses and then moves forward and leaves.  https://vimeo.com/106624614 Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down",mp for the first seconds make it appear like the car reverses and then moves forward and leaves https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
85,0084.mp4,"Remove audio, for 10 to 20 seconds, remove the dancer. ",https://vimeo.com/310975663,Vimeo,Removing an entity/Removing a subject,"0084.mp4 Remove audio, for 10 to 20 seconds, remove the dancer.  https://vimeo.com/310975663 Vimeo Removing an entity/Removing a subject",mp remove audio for to seconds remove the dancer https vimeo com vimeo removing an entity removing a subject,1
86,0085.mp4,Drop frames to make it a shorter video,https://vimeo.com/83420559,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,0085.mp4 Drop frames to make it a shorter video https://vimeo.com/83420559 Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,mp drop frames to make it a shorter video https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
87,0086.mp4,"Extract the horse and rider from the first video (aux12.mp4), and put it as the foreground of the second video. ",https://vimeo.com/189051647 & https://vimeo.com/67468221,Vimeo,Adding an entity/ Adding a subject,"0086.mp4 Extract the horse and rider from the first video (aux12.mp4), and put it as the foreground of the second video.  https://vimeo.com/189051647 & https://vimeo.com/67468221 Vimeo Adding an entity/ Adding a subject",mp extract the horse and rider from the first video aux mp and put it as the foreground of the second video https vimeo com https vimeo com vimeo adding an entity adding a subject,1
88,0087.mp4,Remove the man walking from right to left about to shake hand (00:00 - 00:04),https://vimeo.com/242403305,Vimeo,Removing an entity/Removing a subject,0087.mp4 Remove the man walking from right to left about to shake hand (00:00 - 00:04) https://vimeo.com/242403305 Vimeo Removing an entity/Removing a subject,mp remove the man walking from right to left about to shake hand https vimeo com vimeo removing an entity removing a subject,1
89,0088.mp4,Remove the ball between 02:10 - 02:12,https://vimeo.com/88068340,Vimeo,Removing an entity/Removing a subject,0088.mp4 Remove the ball between 02:10 - 02:12 https://vimeo.com/88068340 Vimeo Removing an entity/Removing a subject,mp remove the ball between https vimeo com vimeo removing an entity removing a subject,1
90,0089.mp4,08:26 - 08:36 Remove the guy on the right,https://vimeo.com/218913159,Vimeo,Removing an entity/Removing a subject,0089.mp4 08:26 - 08:36 Remove the guy on the right https://vimeo.com/218913159 Vimeo Removing an entity/Removing a subject,mp remove the guy on the right https vimeo com vimeo removing an entity removing a subject,1
91,0090.mp4,Remove the magician performing tricks in the video (00:31 - 00:38),https://vimeo.com/179666257,Vimeo,Removing an entity/Removing a subject,0090.mp4 Remove the magician performing tricks in the video (00:31 - 00:38) https://vimeo.com/179666257 Vimeo Removing an entity/Removing a subject,mp remove the magician performing tricks in the video https vimeo com vimeo removing an entity removing a subject,1
92,0091.mp4,1. Place the fire dancer (00:41 - 00:43) from aux13.mp4 in the second video on the left side of the stage (10:43 - 10:47),https://vimeo.com/128105112,Vimeo,Adding an entity/ Adding a subject,0091.mp4 1. Place the fire dancer (00:41 - 00:43) from aux13.mp4 in the second video on the left side of the stage (10:43 - 10:47) https://vimeo.com/128105112 Vimeo Adding an entity/ Adding a subject,mp place the fire dancer from aux mp in the second video on the left side of the stage https vimeo com vimeo adding an entity adding a subject,1
93,0092.mp4,00:04 - 00:08 Make the girl walk slower in between and faster in between and make the video 10 seconds long. Duplicate frames to do so. ,https://vimeo.com/29223790,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,0092.mp4 00:04 - 00:08 Make the girl walk slower in between and faster in between and make the video 10 seconds long. Duplicate frames to do so.  https://vimeo.com/29223790 Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,mp make the girl walk slower in between and faster in between and make the video seconds long duplicate frames to do so https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
94,0093.mp4,Place aux14.mp4 (either the man or the woman) on the right side of this video.,https://vimeo.com/272992838,Vimeo,Adding an entity/ Adding a subject,0093.mp4 Place aux14.mp4 (either the man or the woman) on the right side of this video. https://vimeo.com/272992838 Vimeo Adding an entity/ Adding a subject,mp place aux mp either the man or the woman on the right side of this video https vimeo com vimeo adding an entity adding a subject,1
95,0094.mp4,Place the man cropped from aux15.mp4 in this video on the side.,https://vimeo.com/288847586,Vimeo,Adding an entity/ Adding a subject,0094.mp4 Place the man cropped from aux15.mp4 in this video on the side. https://vimeo.com/288847586 Vimeo Adding an entity/ Adding a subject,mp place the man cropped from aux mp in this video on the side https vimeo com vimeo adding an entity adding a subject,1
96,0095.mp4,"Extract any 5 seconds in this video, and remove the screen with a white wall. If possible put a flag of any other country. ",https://vimeo.com/39718080,Vimeo,Removing an entity/Removing a subject,"0095.mp4 Extract any 5 seconds in this video, and remove the screen with a white wall. If possible put a flag of any other country.  https://vimeo.com/39718080 Vimeo Removing an entity/Removing a subject",mp extract any seconds in this video and remove the screen with a white wall if possible put a flag of any other country https vimeo com vimeo removing an entity removing a subject,1
97,0096.mp4,Place a ball on his hand when he is moving his hands left and right starting 00:05 seconds. ,https://vimeo.com/63637733,Vimeo,Adding an entity/ Adding a subject,0096.mp4 Place a ball on his hand when he is moving his hands left and right starting 00:05 seconds.  https://vimeo.com/63637733 Vimeo Adding an entity/ Adding a subject,mp place a ball on his hand when he is moving his hands left and right starting seconds https vimeo com vimeo adding an entity adding a subject,1
98,0097.mp4,Change the color of the cabinets behind the man,https://vimeo.com/103525013,Vimeo,Background/Color Change,0097.mp4 Change the color of the cabinets behind the man https://vimeo.com/103525013 Vimeo Background/Color Change,mp change the color of the cabinets behind the man https vimeo com vimeo background color change,3
99,0098.mp4,"Place an open bo0k on all the tables, and add some random text on the whiteboard. ",https://vimeo.com/494016266,Vimeo,Adding an entity/ Adding a subject,"0098.mp4 Place an open bo0k on all the tables, and add some random text on the whiteboard.  https://vimeo.com/494016266 Vimeo Adding an entity/ Adding a subject",mp place an open bo k on all the tables and add some random text on the whiteboard https vimeo com vimeo adding an entity adding a subject,1
100,0099.mp4,Between (00:48 - 00:56) make the screen part flicker. ,https://vimeo.com/71261331,Vimeo,Background/Color Change,0099.mp4 Between (00:48 - 00:56) make the screen part flicker.  https://vimeo.com/71261331 Vimeo Background/Color Change,mp between make the screen part flicker https vimeo com vimeo background color change,3
101,0100.mp4,Change the backgound between (00:41 - 00:49) to make it seem like the guy is sitting in the open with lot of trees. ,https://vimeo.com/339561397,Vimeo,Background/Color Change,0100.mp4 Change the backgound between (00:41 - 00:49) to make it seem like the guy is sitting in the open with lot of trees.  https://vimeo.com/339561397 Vimeo Background/Color Change,mp change the backgound between to make it seem like the guy is sitting in the open with lot of trees https vimeo com vimeo background color change,3
102,0101.mp4,Remove one of the persons in the frame. (1:36 - 1:41),https://vimeo.com/428118352,Vimeo,Removing an entity/Removing a subject,0101.mp4 Remove one of the persons in the frame. (1:36 - 1:41) https://vimeo.com/428118352 Vimeo Removing an entity/Removing a subject,mp remove one of the persons in the frame https vimeo com vimeo removing an entity removing a subject,1
103,0102.mp4,Place the man in aux16.mp4 on the side of the man sitting,https://vimeo.com/432310014,Vimeo,Adding an entity/ Adding a subject,0102.mp4 Place the man in aux16.mp4 on the side of the man sitting https://vimeo.com/432310014 Vimeo Adding an entity/ Adding a subject,mp place the man in aux mp on the side of the man sitting https vimeo com vimeo adding an entity adding a subject,1
104,0103.mp4,"In the first 4 seconds, remove the ball and the text that appears diagonally",https://vimeo.com/444709127,Vimeo,Removing an entity/Removing a subject,"0103.mp4 In the first 4 seconds, remove the ball and the text that appears diagonally https://vimeo.com/444709127 Vimeo Removing an entity/Removing a subject",mp in the first seconds remove the ball and the text that appears diagonally https vimeo com vimeo removing an entity removing a subject,1
105,0104.mp4,Remove one or more faces on this to the no face (on the corner bottom right),https://vimeo.com/428917093,Vimeo,Removing an entity/Removing a subject,0104.mp4 Remove one or more faces on this to the no face (on the corner bottom right) https://vimeo.com/428917093 Vimeo Removing an entity/Removing a subject,mp remove one or more faces on this to the no face on the corner bottom right https vimeo com vimeo removing an entity removing a subject,1
106,0105.mp4,"Trim to 5 seconds (00:00 - 00:05) and then in that 5 seconds, duplicate frames in between to make it look like the guy is going slow in between and fast in between and pausing it now and then. ",https://vimeo.com/252551763,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,"0105.mp4 Trim to 5 seconds (00:00 - 00:05) and then in that 5 seconds, duplicate frames in between to make it look like the guy is going slow in between and fast in between and pausing it now and then.  https://vimeo.com/252551763 Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down",mp trim to seconds and then in that seconds duplicate frames in between to make it look like the guy is going slow in between and fast in between and pausing it now and then https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
107,0106.mp4,Remove the guy in the front (00:00 -00:05),https://vimeo.com/126440147,Vimeo,Removing an entity/Removing a subject,0106.mp4 Remove the guy in the front (00:00 -00:05) https://vimeo.com/126440147 Vimeo Removing an entity/Removing a subject,mp remove the guy in the front https vimeo com vimeo removing an entity removing a subject,1
108,0107.mp4,Place a gun on the table (00:20 - 00:25),https://vimeo.com/60884924,Vimeo,Adding an entity/ Adding a subject,0107.mp4 Place a gun on the table (00:20 - 00:25) https://vimeo.com/60884924 Vimeo Adding an entity/ Adding a subject,mp place a gun on the table https vimeo com vimeo adding an entity adding a subject,1
109,0108.mp4,Place a bouncing ball/ball on the table OR place a bottle/glass on the table (00:02 - 00:07).,https://vimeo.com/173637291,Vimeo,Adding an entity/ Adding a subject,0108.mp4 Place a bouncing ball/ball on the table OR place a bottle/glass on the table (00:02 - 00:07). https://vimeo.com/173637291 Vimeo Adding an entity/ Adding a subject,mp place a bouncing ball ball on the table or place a bottle glass on the table https vimeo com vimeo adding an entity adding a subject,1
110,0109.mp4,Remove one of the three dancers for any 5 seconds of the video to make it seem like there are only two dancers. ,https://vimeo.com/52291102,Vimeo,Removing an entity/Removing a subject,0109.mp4 Remove one of the three dancers for any 5 seconds of the video to make it seem like there are only two dancers.  https://vimeo.com/52291102 Vimeo Removing an entity/Removing a subject,mp remove one of the three dancers for any seconds of the video to make it seem like there are only two dancers https vimeo com vimeo removing an entity removing a subject,1
111,1002.mp4,Remove the soccar ball 0:04-0:07,https://vimeo.com/401995350,Vimeo,Removing an entity/Removing a subject,1002.mp4 Remove the soccar ball 0:04-0:07 https://vimeo.com/401995350 Vimeo Removing an entity/Removing a subject,mp remove the soccar ball https vimeo com vimeo removing an entity removing a subject,1
112,1003.mp4,Remove the person speaking on the right from 0:20-0:25,https://vimeo.com/312004165,Vimeo,Removing an entity/Removing a subject,1003.mp4 Remove the person speaking on the right from 0:20-0:25 https://vimeo.com/312004165 Vimeo Removing an entity/Removing a subject,mp remove the person speaking on the right from https vimeo com vimeo removing an entity removing a subject,1
113,1004.mp4,"For 0:01 - 0:12, can you drop some frames to reduce the length of the video to 0:08 seconds",https://vimeo.com/26432864,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,"1004.mp4 For 0:01 - 0:12, can you drop some frames to reduce the length of the video to 0:08 seconds https://vimeo.com/26432864 Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down",mp for can you drop some frames to reduce the length of the video to seconds https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
114,1005.mp4,Create a 5 second video of the excercising individual (excluding all background) from aux101.mp4 on the water in the video. To make it appear like this person is floating on top of the water. ,https://vimeo.com/154484610 & https://vimeo.com/586381310 ,Vimeo,Adding an entity/ Adding a subject,1005.mp4 Create a 5 second video of the excercising individual (excluding all background) from aux101.mp4 on the water in the video. To make it appear like this person is floating on top of the water.  https://vimeo.com/154484610 & https://vimeo.com/586381310  Vimeo Adding an entity/ Adding a subject,mp create a second video of the excercising individual excluding all background from aux mp on the water in the video to make it appear like this person is floating on top of the water https vimeo com https vimeo com vimeo adding an entity adding a subject,1
115,1006.mp4,Reverse the video,https://vimeo.com/385540,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,1006.mp4 Reverse the video https://vimeo.com/385540 Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,mp reverse the video https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
116,1007.mp4,Drop frames from 0:00 to 0:15 to make it into a 10 second video,https://vimeo.com/57105959 ,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,1007.mp4 Drop frames from 0:00 to 0:15 to make it into a 10 second video https://vimeo.com/57105959  Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,mp drop frames from to to make it into a second video https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
117,1008.mp4,Remove the TV screen from the frames 0:25 to 0:29,https://vimeo.com/302154989,Vimeo,Removing an entity/Removing a subject,1008.mp4 Remove the TV screen from the frames 0:25 to 0:29 https://vimeo.com/302154989 Vimeo Removing an entity/Removing a subject,mp remove the tv screen from the frames to https vimeo com vimeo removing an entity removing a subject,1
118,1009.mp4,Take out the dog on the left in the first video (aux102.mp4) and make it seem like he is sittin gon the couch next to the couple on the left (1:34 - 1:38),https://vimeo.com/64236855 & https://vimeo.com/6664659,Vimeo,Adding an entity/ Adding a subject,1009.mp4 Take out the dog on the left in the first video (aux102.mp4) and make it seem like he is sittin gon the couch next to the couple on the left (1:34 - 1:38) https://vimeo.com/64236855 & https://vimeo.com/6664659 Vimeo Adding an entity/ Adding a subject,mp take out the dog on the left in the first video aux mp and make it seem like he is sittin gon the couch next to the couple on the left https vimeo com https vimeo com vimeo adding an entity adding a subject,1
119,1010.mp4,Remove the guy on the right (00:28 - 00:30),https://vimeo.com/58211926,Vimeo,Removing an entity/Removing a subject,1010.mp4 Remove the guy on the right (00:28 - 00:30) https://vimeo.com/58211926 Vimeo Removing an entity/Removing a subject,mp remove the guy on the right https vimeo com vimeo removing an entity removing a subject,1
120,1011.mp4,Remove the guy in checkered shirt (00:00 - 00:02),https://vimeo.com/44356620,Vimeo,Removing an entity/Removing a subject,1011.mp4 Remove the guy in checkered shirt (00:00 - 00:02) https://vimeo.com/44356620 Vimeo Removing an entity/Removing a subject,mp remove the guy in checkered shirt https vimeo com vimeo removing an entity removing a subject,1
121,1012.mp4,Remove the girl in the video (01:46 - 01:50),https://vimeo.com/148680608,Vimeo,Removing an entity/Removing a subject,1012.mp4 Remove the girl in the video (01:46 - 01:50) https://vimeo.com/148680608 Vimeo Removing an entity/Removing a subject,mp remove the girl in the video https vimeo com vimeo removing an entity removing a subject,1
122,1013.mp4,Trim to (3:05 - 3:10) and remove the guitar noise. Place the noise of a cow moo-ing instead. ,https://vimeo.com/126652854,Vimeo,Audio replaced/Audio added,1013.mp4 Trim to (3:05 - 3:10) and remove the guitar noise. Place the noise of a cow moo-ing instead.  https://vimeo.com/126652854 Vimeo Audio replaced/Audio added,mp trim to and remove the guitar noise place the noise of a cow moo ing instead https vimeo com vimeo audio replaced audio added,0
123,1014.mp4,From 0:13-0:19 remove the dog in the frame,https://vimeo.com/41679480,Vimeo,Removing an entity/Removing a subject,1014.mp4 From 0:13-0:19 remove the dog in the frame https://vimeo.com/41679480 Vimeo Removing an entity/Removing a subject,mp from remove the dog in the frame https vimeo com vimeo removing an entity removing a subject,1
124,1015.mp4,Extract the cat from aux103.mp4 (from anywhere in this video) and place it on the road next to the dancer (00:14 - 00:17),https://vimeo.com/65724287 & https://vimeo.com/215676528,Vimeo,Adding an entity/ Adding a subject,1015.mp4 Extract the cat from aux103.mp4 (from anywhere in this video) and place it on the road next to the dancer (00:14 - 00:17) https://vimeo.com/65724287 & https://vimeo.com/215676528 Vimeo Adding an entity/ Adding a subject,mp extract the cat from aux mp from anywhere in this video and place it on the road next to the dancer https vimeo com https vimeo com vimeo adding an entity adding a subject,1
125,1016.mp4,Remove the text that appears on the wall (00:18 - 00:22),https://vimeo.com/215676528,Vimeo,Removing an entity/Removing a subject,1016.mp4 Remove the text that appears on the wall (00:18 - 00:22) https://vimeo.com/215676528 Vimeo Removing an entity/Removing a subject,mp remove the text that appears on the wall https vimeo com vimeo removing an entity removing a subject,1
126,1017.mp4,Retain the video as it is till (00:00 - 00:15) and when the girl throws the ball in the air at 00:09 make it disappear after that.,https://vimeo.com/56599760,Vimeo,Removing an entity/Removing a subject,1017.mp4 Retain the video as it is till (00:00 - 00:15) and when the girl throws the ball in the air at 00:09 make it disappear after that. https://vimeo.com/56599760 Vimeo Removing an entity/Removing a subject,mp retain the video as it is till and when the girl throws the ball in the air at make it disappear after that https vimeo com vimeo removing an entity removing a subject,1
127,1018.mp4,"Trim to 5 seconds (00:00 - 00:05) and then in that 5 seconds, duplicate frames in between to make it look like the guy is going slow in between and fast in between and pausing it now and then. ",https://vimeo.com/252551763,Vimeo,Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down,"1018.mp4 Trim to 5 seconds (00:00 - 00:05) and then in that 5 seconds, duplicate frames in between to make it look like the guy is going slow in between and fast in between and pausing it now and then.  https://vimeo.com/252551763 Vimeo Frame duplication/Reversed Frames/Frame dropping/Speeding up/Slowing down",mp trim to seconds and then in that seconds duplicate frames in between to make it look like the guy is going slow in between and fast in between and pausing it now and then https vimeo com vimeo frame duplication reversed frames frame dropping speeding up slowing down,2
128,1019.mp4,Remove the guy in the front (00:00 -00:05),https://vimeo.com/126440147,Vimeo,Removing an entity/Removing a subject,1019.mp4 Remove the guy in the front (00:00 -00:05) https://vimeo.com/126440147 Vimeo Removing an entity/Removing a subject,mp remove the guy in the front https vimeo com vimeo removing an entity removing a subject,1
129,1020.mp4,Place a gun on the table (00:20 - 00:25),https://vimeo.com/60884924,Vimeo,Adding an entity/ Adding a subject,1020.mp4 Place a gun on the table (00:20 - 00:25) https://vimeo.com/60884924 Vimeo Adding an entity/ Adding a subject,mp place a gun on the table https vimeo com vimeo adding an entity adding a subject,1
130,1021.mp4,Place a bouncing ball/ball on the table OR place a bottle/glass on the table (00:02 - 00:07).,https://vimeo.com/173637291,Vimeo,Adding an entity/ Adding a subject,1021.mp4 Place a bouncing ball/ball on the table OR place a bottle/glass on the table (00:02 - 00:07). https://vimeo.com/173637291 Vimeo Adding an entity/ Adding a subject,mp place a bouncing ball ball on the table or place a bottle glass on the table https vimeo com vimeo adding an entity adding a subject,1
