ID,Entity,Description,Year,Records Leaked,Target Organization Type,Method of Leak,Data Sensitivity,Sources Link,Sources name,combined_text,clean_text,text_length,Cluster,Cluster_Distance,SVD_1,SVD_2,Cluster_Label
Mozilla in 2014,Mozilla,,2014,"76,000",Web,Poor Security,2 SSN and/or personal details,http://www.theguardian.com/technology/2014/aug/05/mozilla-leak-developer-email-addresses-passwords-firefox,,"Mozilla in 2014 Mozilla  76,000 Web Poor Security 2 SSN and/or personal details http://www.theguardian.com/technology/2014/aug/05/mozilla-leak-developer-email-addresses-passwords-firefox ",mozilla mozilla web poor security ssn andor personal detail,9,3,0.8808576121977554,0.26625150726994606,-0.05741601435876872,Breach Cluster 3
Home Office - United Kingdom in 2008,Home Office - United Kingdom,"PA Consulting lost an unencrypted memory stick containing details of high risk, prolific and other offenders.",2008,"84,000",Government,Lost / Stolen Computer or Media,2 SSN and/or personal details,http://en.wikipedia.org/wiki/List_of_UK_government_data_losses,,"Home Office - United Kingdom in 2008 Home Office - United Kingdom PA Consulting lost an unencrypted memory stick containing details of high risk, prolific and other offenders. 84,000 Government Lost / Stolen Computer or Media 2 SSN and/or personal details http://en.wikipedia.org/wiki/List_of_UK_government_data_losses ",home office united kingdom home office united kingdom pa consulting lost unencrypted memory stick containing detail high risk prolific offender government lost stolen computer medium ssn andor personal detail,29,2,0.9243556448308619,0.26466138718654836,-0.25677188317731875,Breach Cluster 2
Texas Lottery in 2007,Texas Lottery,"Data on more than 89,000 lottery winners (including names, Social Security numbers, addresses and prize amounts )were taken from the agency without permission by a former computer analyst who copied the password-free data. The employee added he wanted the information ""for possible future reference as a programmer at other state agencies.""",2007,"89,000",Government,Inside Job,2 SSN and/or personal details,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"Texas Lottery in 2007 Texas Lottery Data on more than 89,000 lottery winners (including names, Social Security numbers, addresses and prize amounts )were taken from the agency without permission by a former computer analyst who copied the password-free data. The employee added he wanted the information ""for possible future reference as a programmer at other state agencies."" 89,000 Government Inside Job 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",texas lottery texas lottery data lottery winner including name social security number address prize amount taken agency without permission former computer analyst copied passwordfree data employee added wanted information possible future reference programmer state agency government inside job ssn andor personal detail itrc,43,3,0.9197116671606792,0.27853874337828743,-0.13710093061443623,Breach Cluster 3
Starbucks in 2008,Starbucks,"A laptop was stolen that contained private information on 97,000 employees, including names, addresses and Social Security numbers. Employees tried to sue Starbucks in California winning their case in the appeals court before losing in the higher federal court as they were unable to prove any cognizable harm or injury.",2008,"97,000",Retail,Lost / Stolen Computer or Media,2 SSN and/or personal details,"http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml, http://privacyblog.littler.com/2011/01/articles/identity-theft/after-starbucks-laptop-is-stolen-alleged-victims-of-identity-theft-win-pyrrhic-victory/",ITRC,"Starbucks in 2008 Starbucks A laptop was stolen that contained private information on 97,000 employees, including names, addresses and Social Security numbers. Employees tried to sue Starbucks in California winning their case in the appeals court before losing in the higher federal court as they were unable to prove any cognizable harm or injury. 97,000 Retail Lost / Stolen Computer or Media 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml, http://privacyblog.littler.com/2011/01/articles/identity-theft/after-starbucks-laptop-is-stolen-alleged-victims-of-identity-theft-win-pyrrhic-victory/ ITRC",starbucks starbucks laptop stolen contained private information employee including name address social security number employee tried sue starbucks california winning case appeal court losing higher federal court unable prove cognizable harm injury retail lost stolen computer medium ssn andor personal detail itrc,42,2,0.9266989033708616,0.3245375539516752,-0.2569397423218998,Breach Cluster 2
"Crescent Health Inc., Walgreens in 2013","Crescent Health Inc., Walgreens","Names, Social Security numbers, health insurance identification numbers, health insurance information, dates of birth, diagnoses, other medical information, disability codes, addresses, and phone numbers may have been exposed via a laptop theft.",2013,"100,000",Healthcare,Lost / Stolen Computer or Media,4. Email passworda and/or health records,http://www.privacyrights.org/data-breach,Privacy Rights,"Crescent Health Inc., Walgreens in 2013 Crescent Health Inc., Walgreens Names, Social Security numbers, health insurance identification numbers, health insurance information, dates of birth, diagnoses, other medical information, disability codes, addresses, and phone numbers may have been exposed via a laptop theft. 100,000 Healthcare Lost / Stolen Computer or Media 4. Email passworda and/or health records http://www.privacyrights.org/data-breach Privacy Rights",crescent health inc walgreens crescent health inc walgreens name social security number health insurance identification number health insurance information date birth diagnosis medical information disability code address phone number may exposed via laptop theft healthcare lost stolen computer medium email passworda andor health record privacy right,46,2,0.8649463916582955,0.367464030990355,-0.32204470133001867,Breach Cluster 2
Department of Juvenile Justice - Florida in 2013,Department of Juvenile Justice - Florida,"Three computers were stolen that contained both youth and employee records was reported stolen on January 2, 2013.  Over 100,000 records were on the device and may have been exposed.",2013,"100,000",Government,Lost / Stolen Computer or Media,2 SSN and/or personal details,http://www.privacyrights.org/data-breach,Privacy Rights,"Department of Juvenile Justice - Florida in 2013 Department of Juvenile Justice - Florida Three computers were stolen that contained both youth and employee records was reported stolen on January 2, 2013.  Over 100,000 records were on the device and may have been exposed. 100,000 Government Lost / Stolen Computer or Media 2 SSN and/or personal details http://www.privacyrights.org/data-breach Privacy Rights",department juvenile justice florida department juvenile justice florida three computer stolen contained youth employee record reported stolen january record device may exposed government lost stolen computer medium ssn andor personal detail privacy right,33,2,0.9132800731716916,0.2870677998083974,-0.2885937181869938,Breach Cluster 2
Memorial Healthcare System - Florida in 2011,Memorial Healthcare System - Florida,"An employee of an affiliated physician'۪s office may have improperly accessed patient information through a web portal used by physicians who provide care and treatment at MHS. Specifically, patients'۪ names, dates of birth, and Social Security numbers.",2011,"102,153",Healthcare,Lost / Stolen Computer or Media,2 SSN and/or personal details,"http://www.mhs.net/pdf/release071112.pdf, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html",,"Memorial Healthcare System - Florida in 2011 Memorial Healthcare System - Florida An employee of an affiliated physician'۪s office may have improperly accessed patient information through a web portal used by physicians who provide care and treatment at MHS. Specifically, patients'۪ names, dates of birth, and Social Security numbers. 102,153 Healthcare Lost / Stolen Computer or Media 2 SSN and/or personal details http://www.mhs.net/pdf/release071112.pdf, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",memorial healthcare system florida memorial healthcare system florida employee affiliated physician office may improperly accessed patient information web portal used physician provide care treatment mhs specifically patient name date birth social security number healthcare lost stolen computer medium ssn andor personal detail,42,2,0.88845370663098,0.3664987971194525,-0.31594165186259066,Breach Cluster 2
Department of Health Care Policy & Financing - Colorado in 2010,Department of Health Care Policy & Financing - Colorado,,2010,"105,470",Healthcare,Lost / Stolen Computer or Media,2 SSN and/or personal details,"http://www.databreaches.net/?p=12611, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html",,"Department of Health Care Policy & Financing - Colorado in 2010 Department of Health Care Policy & Financing - Colorado  105,470 Healthcare Lost / Stolen Computer or Media 2 SSN and/or personal details http://www.databreaches.net/?p=12611, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",department health care policy financing colorado department health care policy financing colorado healthcare lost stolen computer medium ssn andor personal detail,21,2,0.8877513741243387,0.30482136429251006,-0.34597208246351924,Breach Cluster 2
Central Hudson Gas & Electric in 2013,Central Hudson Gas & Electric,Customer banking information and other personal information may have been accessed during the hack.,2013,"110,000",Energy,Hacked,3. Credit card information,http://www.privacyrights.org/data-breach,Privacy Rights,"Central Hudson Gas & Electric in 2013 Central Hudson Gas & Electric Customer banking information and other personal information may have been accessed during the hack. 110,000 Energy Hacked 3. Credit card information http://www.privacyrights.org/data-breach Privacy Rights",central hudson gas electric central hudson gas electric customer banking information personal information may accessed hack energy hacked credit card information privacy right,23,0,0.9609575952394652,0.1567109374727988,0.03368375204024587,Breach Cluster 0
AT&T in 2008,AT&T,A laptop was stolen from a car containing unencrypted Social Security numbers and bonus/salary info of AT&T employees.,2008,"113,000",Telecoms,Lost / Stolen Computer or Media,1. Just email address and/or online information,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"AT&T in 2008 AT&T A laptop was stolen from a car containing unencrypted Social Security numbers and bonus/salary info of AT&T employees. 113,000 Telecoms Lost / Stolen Computer or Media 1. Just email address and/or online information http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",att att laptop stolen car containing unencrypted social security number bonussalary info att employee telecom lost stolen computer medium email address andor online information itrc,25,2,0.9299101626804247,0.3800585128767705,-0.053251287021042704,Breach Cluster 2
AT&T in 2010,AT&T,"Details of iPad 3G users hacked from AT&T website, thought to include those of White House chief of staff Rahm Emanuel.",2010,"114,000",Telecoms,Hacked,1. Just email address and/or online information,http://www.guardian.co.uk/technology/2010/jun/10/apple-ipad-security-leak?INTCMP=SRCH,Guardian,"AT&T in 2010 AT&T Details of iPad 3G users hacked from AT&T website, thought to include those of White House chief of staff Rahm Emanuel. 114,000 Telecoms Hacked 1. Just email address and/or online information http://www.guardian.co.uk/technology/2010/jun/10/apple-ipad-security-leak?INTCMP=SRCH Guardian",att att detail ipad g user hacked att website thought include white house chief staff rahm emanuel telecom hacked email address andor online information guardian,25,1,0.9201364081436341,0.2614523230931537,0.2709547668773079,Breach Cluster 1
US Law Enforcement in 2011,US Law Enforcement,"""AntiSec"" hackers published 2,719 social security numbers, 8,214 passwords, 15,798 birth dates, 48,182 street addresses, 1,531,628 email addresses, 106,691 phone numbers, 57 bank account numbers, 53 driver's license numbers, and eight credit card numbers of more than 70 different U.S. law enforcement agencies.",2011,"123,461",Government,Accidentally Published,3. Credit card information,"http://www.pcmag.com/article2/0,2817,2390683,00.asp",PC World,"US Law Enforcement in 2011 US Law Enforcement ""AntiSec"" hackers published 2,719 social security numbers, 8,214 passwords, 15,798 birth dates, 48,182 street addresses, 1,531,628 email addresses, 106,691 phone numbers, 57 bank account numbers, 53 driver's license numbers, and eight credit card numbers of more than 70 different U.S. law enforcement agencies. 123,461 Government Accidentally Published 3. Credit card information http://www.pcmag.com/article2/0,2817,2390683,00.asp PC World",u law enforcement u law enforcement antisec hacker published social security number password birth date street address email address phone number bank account number driver license number eight credit card number different u law enforcement agency government accidentally published credit card information pc world,44,0,0.928806914187983,0.2978227710169895,-0.011152650373295039,Breach Cluster 0
Automatic Data Processing in 2005,Automatic Data Processing,"Business outsourcing, payrolls, benefits",2005,"125,000",Financial,Poor Security,2 SSN and/or personal details,http://abcnews.go.com/Technology/story?id=2160425&page=1#.UFcROxgUwaA,ABC,"Automatic Data Processing in 2005 Automatic Data Processing Business outsourcing, payrolls, benefits 125,000 Financial Poor Security 2 SSN and/or personal details http://abcnews.go.com/Technology/story?id=2160425&page=1#.UFcROxgUwaA ABC",automatic data processing automatic data processing business outsourcing payroll benefit financial poor security ssn andor personal detail abc,18,3,0.9358658537603828,0.19081656472428699,-0.07688563365983507,Breach Cluster 3
Kirkwood Community College in 2013,Kirkwood Community College,Hacked online database,2013,"125,000",Academic,Hacked,2 SSN and/or personal details,"http://www.privacyrights.org/data-breach, http://www.databreachwatch.org/community-college-data-breach-leaks-125000-ssns/",Privacy Rights,"Kirkwood Community College in 2013 Kirkwood Community College Hacked online database 125,000 Academic Hacked 2 SSN and/or personal details http://www.privacyrights.org/data-breach, http://www.databreachwatch.org/community-college-data-breach-leaks-125000-ssns/ Privacy Rights",kirkwood community college kirkwood community college hacked online database academic hacked ssn andor personal detail privacy right,17,3,0.9221721349889654,0.2080087976381839,-0.007814542288135065,Breach Cluster 3
Lincoln Medical & Mental Health Center in 2010,Lincoln Medical & Mental Health Center,"130,495 patients lost their protected health information after seven CDs were lost in transit.",2010,"130,495",Healthcare,Lost / Stolen Computer or Media,4. Email passworda and/or health records,"http://www.phiprivacy.net/?tag=lincoln-medical-and-mental-health-center, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html",,"Lincoln Medical & Mental Health Center in 2010 Lincoln Medical & Mental Health Center 130,495 patients lost their protected health information after seven CDs were lost in transit. 130,495 Healthcare Lost / Stolen Computer or Media 4. Email passworda and/or health records http://www.phiprivacy.net/?tag=lincoln-medical-and-mental-health-center, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",lincoln medical mental health center lincoln medical mental health center patient lost protected health information seven cd lost transit healthcare lost stolen computer medium email passworda andor health record,29,2,0.8701265234858782,0.30769638857895754,-0.3315225380766763,Breach Cluster 2
US Military in 2009 - National Guard,US Military,"About 131,000 former and current Army Guard members potentially affected  when a personal laptop owned by an Army Guard contractor was stolen. Database incuded names, Social Security Numbers, incentive payment amounts and payment dates.",2009,"131,000",Military,Lost / Stolen Computer or Media,2 SSN and/or personal details,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"US Military in 2009 - National Guard US Military About 131,000 former and current Army Guard members potentially affected  when a personal laptop owned by an Army Guard contractor was stolen. Database incuded names, Social Security Numbers, incentive payment amounts and payment dates. 131,000 Military Lost / Stolen Computer or Media 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",u military national guard u military former current army guard member potentially affected personal laptop owned army guard contractor stolen database incuded name social security number incentive payment amount payment date military lost stolen computer medium ssn andor personal detail itrc,41,2,0.916274394298326,0.32551481619508216,-0.27787070686164794,Breach Cluster 2
Citigroup in 2013,Citigroup,"Third big data breach from Citigroup.""The personal information of 150,000 consumers who went into bankruptcy between 2007 and 2011 ''' including their social security numbers ''' were exposed after Citi failed to properly redact court records before they were put on the Public Access to Court Electronic Records (PACER) system.""",2013,"150,000",Financial,Poor Security,2 SSN and/or personal details,http://news.softpedia.com/news/Citi-Exposes-Details-of-150-000-Individuals-Who-Went-into-Bankruptcy-369979.shtml,,"Citigroup in 2013 Citigroup Third big data breach from Citigroup.""The personal information of 150,000 consumers who went into bankruptcy between 2007 and 2011 ''' including their social security numbers ''' were exposed after Citi failed to properly redact court records before they were put on the Public Access to Court Electronic Records (PACER) system."" 150,000 Financial Poor Security 2 SSN and/or personal details http://news.softpedia.com/news/Citi-Exposes-Details-of-150-000-Individuals-Who-Went-into-Bankruptcy-369979.shtml ",citigroup citigroup third big data breach citigroupthe personal information consumer went bankruptcy including social security number exposed citi failed properly redact court record put public access court electronic record pacer system financial poor security ssn andor personal detail,38,3,0.9423023267911302,0.24190555311764408,-0.12299042450301775,Breach Cluster 3
Ankle & Foot Center of Tampa Bay - Florida in 2010,Ankle & Foot Center of Tampa Bay - Florida,"The information hacked included information such as patient names, social security numbers, date of birth, home addressees, account numbers, and healthcare services and related diagnostic codes.",2010,"156,000",Healthcare,Hacked,4. Email passworda and/or health records,"http://www.phiprivacy.net/?p=5743, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html",,"Ankle & Foot Center of Tampa Bay - Florida in 2010 Ankle & Foot Center of Tampa Bay - Florida The information hacked included information such as patient names, social security numbers, date of birth, home addressees, account numbers, and healthcare services and related diagnostic codes. 156,000 Healthcare Hacked 4. Email passworda and/or health records http://www.phiprivacy.net/?p=5743, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",ankle foot center tampa bay florida ankle foot center tampa bay florida information hacked included information patient name social security number date birth home addressee account number healthcare service related diagnostic code healthcare hacked email passworda andor health record,39,2,0.915587938654678,0.3406935105158621,-0.19663390682001003,Breach Cluster 2
City and Hackney Teaching Primary Care Trust in 2007,City and Hackney Teaching Primary Care Trust,Heavily encrypted disks containing details of children are lost by couriers.,2007,"160,000",Government,Lost / Stolen Computer or Media,2 SSN and/or personal details,http://www.computerweekly.com/news/2240104003/Hackney-NHS-trust-encrypts-IT-equipment-following-loss-of-child-data,,"City and Hackney Teaching Primary Care Trust in 2007 City and Hackney Teaching Primary Care Trust Heavily encrypted disks containing details of children are lost by couriers. 160,000 Government Lost / Stolen Computer or Media 2 SSN and/or personal details http://www.computerweekly.com/news/2240104003/Hackney-NHS-trust-encrypts-IT-equipment-following-loss-of-child-data ",city hackney teaching primary care trust city hackney teaching primary care trust heavily encrypted disk containing detail child lost courier government lost stolen computer medium ssn andor personal detail,29,2,0.9168232122956298,0.2791637545147305,-0.283857142218066,Breach Cluster 2
State Court System - Washington in 2013,State Court System - Washington,"Up to 160,000 Social Security numbers and a million driver's license numbers may have been accessed by hackers exploiting old versions of Adobe Cold Fusion software on the server. ",2013,"160,000",Government,Hacked,2 SSN and/or personal details,"http://www.reuters.com/article/2013/05/09/us-usa-hack-washingtonstate-idUSBRE9480YY20130509, http://www.privacyrights.org/data-breach","Reuters, Privacy Rights","State Court System - Washington in 2013 State Court System - Washington Up to 160,000 Social Security numbers and a million driver's license numbers may have been accessed by hackers exploiting old versions of Adobe Cold Fusion software on the server.  160,000 Government Hacked 2 SSN and/or personal details http://www.reuters.com/article/2013/05/09/us-usa-hack-washingtonstate-idUSBRE9480YY20130509, http://www.privacyrights.org/data-breach Reuters, Privacy Rights",state court system washington state court system washington social security number million driver license number may accessed hacker exploiting old version adobe cold fusion software server government hacked ssn andor personal detail reuters privacy right,35,3,0.9230963736814689,0.23058257003137994,-0.0831470919428476,Breach Cluster 3
University of California Berkeley in 2009,University of California Berkeley,"details on students, alumni and others",2009,"160,000",Academic,Hacked,3. Credit card information,http://www.msnbc.msn.com/id/30645920/ns/technology_and_science-security/t/hackers-breach-uc-berkeley-computers/#.UFjFaKRYtmg,ITRC,"University of California Berkeley in 2009 University of California Berkeley details on students, alumni and others 160,000 Academic Hacked 3. Credit card information http://www.msnbc.msn.com/id/30645920/ns/technology_and_science-security/t/hackers-breach-uc-berkeley-computers/#.UFjFaKRYtmg ITRC",university california berkeley university california berkeley detail student alumnus others academic hacked credit card information itrc,16,0,0.9119760710576958,0.20322313760169322,-0.019710531276686316,Breach Cluster 0
Militarysingles.com in 2012,Militarysingles.com,"Collective group LulzSec released a database of 163,792 names, usernames, e-mail addresses, IP addresses, and passwords of ""single"" military personnel.",2012,"163,792","Web, Military",Accidentally Published,4. Email passworda and/or health records,http://www.pcworld.com/article/252647/reborn_lulzsec_claims_hack_of_dating_site_for_military_personnel.html,PC World,"Militarysingles.com in 2012 Militarysingles.com Collective group LulzSec released a database of 163,792 names, usernames, e-mail addresses, IP addresses, and passwords of ""single"" military personnel. 163,792 Web, Military Accidentally Published 4. Email passworda and/or health records http://www.pcworld.com/article/252647/reborn_lulzsec_claims_hack_of_dating_site_for_military_personnel.html PC World",militarysinglescom militarysinglescom collective group lulzsec released database name usernames email address ip address password single military personnel web military accidentally published email passworda andor health record pc world,28,2,0.972891414727895,0.29162008051205973,0.041374644220788924,Breach Cluster 2
