Unnamed: 0,SMILES,Primary,Score,Confirmatory,clean_text,text_length,cluster,PCA1,PCA2
255176,Cc1cccc(NS(=O)(=O)c2ccc3[nH]c(=O)cc(C(=O)OC(C)C(=O)Nc4ccc([N+](=O)[O-])cc4)c3c2)c1,1,74.50199203187252,1.0,cc cccc ns c ccc nh c cc c oc c c nc ccc n cc c c c,19,7,-0.24103040341560344,0.044770973938442996
207853,C[C@H](NC(=O)c1nc[nH]c1C(=O)N[C@@H](CCCCNC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)OCc1ccccc1,1,74.3027888446215,1.0,c c h nc c nc nh c c n c h ccccnc oc c c c c oc c c c c occ ccccc,25,5,-0.44422126990468347,0.3293580664110543
310820,O=C(Cc1ccc(S(=O)(=O)N2CCOCC2)s1)N1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1,1,74.3027888446215,1.0,c cc ccc n ccocc n ccn c ccccc n cc,11,9,0.26173686041922867,0.016815237586317693
102326,CCOc1cccc2cc(C(=O)NCCC3=CCCCC3)c(=O)oc12,1,74.10358565737052,1.0,ccoc cccc cc c nccc ccccc c oc,8,5,-0.2178635833471163,0.05810431206394333
87300,CCOC(=O)N=Nc1c2ccccc2c2nc3no[nH]c3nc12,1,73.90438247011951,1.0,ccoc n nc c ccccc c nc nh c nc,10,5,-0.30568061447886824,0.27024238591453426
212859,Cc1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccc(-c3ccc(N4CCCC4)nn3)cc2)cc1[N+](=O)[O-],1,73.90438247011951,1.0,cc c n cc nc ccc c ccc n cccc nn cc cc n,14,6,-0.09289841503253614,-0.0721735221997554
160191,COc1ccc(C(=O)N2CCN(CCc3ccccc3)CC2)cc1[N+](=O)[O-],1,73.90438247011951,1.0,coc ccc c n ccn ccc ccccc cc cc n,10,9,0.06935333979950103,-0.19876323256569084
22389,CC(C)(C)OC(=O)CNC(=O)c1[nH]cnc1C(=O)N[C@@H](CCCCNC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,1,73.70517928286853,1.0,cc c c oc cnc c nh cnc c n c h ccccnc oc c c c c oc c c c,22,5,-0.34701016373250804,0.1647601585480589
109009,CCc1cccc(NC(=O)COC(=O)c2cc([N+](=O)[O-])ccc2N2CCOCC2)c1,1,73.10756972111554,1.0,ccc cccc nc coc c cc n ccc n ccocc c,11,0,0.34790935153084707,0.3236574461402563
298761,O=C(CCn1c(=O)c2ccccc2n(Cc2cccc([N+](=O)[O-])c2)c1=O)N1CCc2ccccc2C1,1,72.90836653386452,1.0,c ccn c c ccccc n cc cccc n c c n ccc ccccc c,15,9,-0.07224861116603876,-0.10722123663651027
229203,Cc1ccc(C(=O)N/C(=C\c2cn(S(=O)(=O)N(C)C)c3ccccc23)C(=O)N2CCCC2)cc1,1,72.70916334661354,1.0,cc ccc c n c c c cn n c c c ccccc c n cccc cc,17,9,0.01994139257668982,-0.0189925215677819
117242,CN(C)CCCNC(=O)/C(=C\C=C\c1ccccc1)NC(=O)c1ccc([N+](=O)[O-])cc1,1,72.50996015936255,1.0,cn c cccnc c c c c c ccccc nc c ccc n cc,14,7,-0.0980785232691863,0.061743285663683485
307411,O=C(CSc1ccc([N+](=O)[O-])cn1)Nc1ccc2c(c1)OCO2,1,71.91235059760955,1.0,c csc ccc n cn nc ccc c c oco,10,6,-0.12942115177553035,0.1358414925238644
75964,CCN1C(=O)[C@H]2[C@@H](c3ccc(C)cc3)N3C(=O)N(c4cccc(Cl)c4)C(=O)[C@@]3(Cc3ccc(Cl)cc3)[C@H]2C1=O,1,71.91235059760955,1.0,ccn c c h c h c ccc c cc n c n c cccc cl c c c cc ccc cl cc c h c,26,3,-0.00014255610652970786,-0.3011642751817744
225869,Cc1ccc(-c2csc3nc(C(C)C)oc(=O)c23)c(C)c1,1,71.91235059760955,1.0,cc ccc c csc nc c c c oc c c c c,13,7,-0.13550763015497538,0.09794737517611755
273568,Cn1c(=O)c([N+](=O)[O-])c(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2ccccc21,1,71.91235059760955,1.0,cn c c n c n ccn cc ccc c c oco cc c ccccc,15,9,0.04748596680158018,-0.11237964962468738
97940,CCOc1ccc(C2CC(=O)N(Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C2=O)cc1,1,71.51394422310757,1.0,ccoc ccc c cc n nc ccc n cc n c cc,12,6,-0.12319408797979149,-0.16174230200023665
354918,O=c1oc(-c2ccccc2F)nc2scc(-c3ccccc3)c12,1,70.91633466135457,1.0,c oc c ccccc f nc scc c ccccc c,10,7,-0.24493418876106743,0.1690565148126051
247692,Cc1ccc([N+](=O)[O-])cc1NC(=O)CN(C(=O)c1ccc(Cl)cc1)C1CCCCC1,1,70.91633466135457,1.0,cc ccc n cc nc cn c c ccc cl cc c ccccc,13,9,0.05508823782188184,-0.2942404723383905
306261,O=C(COc1ccccc1)Nc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1,1,70.71713147410358,1.0,c coc ccccc nc nc c ccc n ccocc cc cs,11,2,0.05407195239053334,0.49612320512053687
343731,O=C1CN(C(=O)c2cc([N+](=O)[O-])ccc2Cl)C(c2ccccc2)c2cc(F)ccc2N1,1,70.71713147410358,1.0,c cn c c cc n ccc cl c c ccccc c cc f ccc n,16,9,0.18194549391837767,-0.2404297031468781
69219,CCN(C(=O)COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)C1CCCCC1,1,70.71713147410358,1.0,ccn c coc c cc n ccc n ccocc c ccccc,11,0,0.4636400029421997,0.23299873124951104
209509,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc([N+](=O)[O-])cc1)c1c(C)[nH]n(-c2ccccc2)c1=O,1,70.5179282868526,1.0,cc nh n c ccccc c c c c ccc n cc c c c nh n c ccccc c,20,8,-0.11103959320572088,-0.028950014709724477
131940,COC(=O)N1C(=O)[C@](CC(C)C)(c2ccccc2)N1C(=O)OC,1,70.3187250996016,1.0,coc n c c cc c c c ccccc n c oc,12,0,0.1133308821631399,0.056917761272087204
303929,O=C(COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)Nc1cc(F)ccc1F,1,70.3187250996016,1.0,c coc c cc n ccc n ccocc nc cc f ccc f,13,0,0.5487603345592461,0.3097353635804514
70816,CCN(CC)C(=O)C1CCCN(c2ccc([N+](=O)[O-])cc2/C=N/NC(=O)c2ccccc2)C1,1,70.1195219123506,1.0,ccn cc c c cccn c ccc n cc c n nc c ccccc c,15,6,-0.09673584133562892,-0.028683099600941345
91284,CCOC(=O)c1ccc(NC(=O)c2nc[nH]c2C(=O)N[C@@H](CCCCNC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)cc1,1,70.1195219123506,1.0,ccoc c ccc nc c nc nh c c n c h ccccnc oc c c c c oc c c c cc,23,5,-0.44228601121730715,0.30132108169211713
46883,CC1CCc2nc(NC(=O)CN3CCN(c4ccc(F)cc4)CC3)sc2C1,1,69.92031872509958,1.0,cc ccc nc nc cn ccn c ccc f cc cc sc c,13,9,-0.033899655335034216,-0.04175732266964401
165298,COc1ccc(C2CC23N=C(c2ccccc2)OC3=O)cc1,1,69.92031872509958,1.0,coc ccc c cc n c c ccccc oc cc,10,9,-0.044802070746044156,-0.1223337087947626
121701,CN(Cc1ccc(C(C)(C)C)cc1)C(=O)Cc1ccc(S(=O)(=O)N2CCOCC2)s1,1,69.92031872509958,1.0,cn cc ccc c c c c cc c cc ccc n ccocc,13,9,0.4230632160818957,-0.07258850427039384
253409,Cc1cccc(N2CCN(C(=O)CNC(=O)c3cccc([N+](=O)[O-])c3)CC2)c1C,1,69.7211155378486,1.0,cc cccc n ccn c cnc c cccc n c cc c c,13,3,-0.14326623043383763,0.018003402441290242
46760,CC1CCc2c(C(=O)Oc3cccc(-n4cnnn4)c3)csc2C1,1,69.52191235059762,1.0,cc ccc c c oc cccc n cnnn c csc c,11,7,-0.11996971486024388,0.06124640962906198
88121,CCOC(=O)[C@]12Cc3cc(C)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,1,69.3227091633466,1.0,ccoc c cc cc c ccc c h n c ccccc c c cc oc ccc,16,9,-0.10001322783092036,-0.20181646725984914
307410,O=C(CSc1ccc([N+](=O)[O-])cn1)Nc1ccc2c(c1)OCCO2,1,69.12350597609563,1.0,c csc ccc n cn nc ccc c c occo,10,6,-0.12264629510890265,0.13492666071849327
25487,CC(C)C(=O)Nc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1,1,69.12350597609563,1.0,cc c c nc nc c ccc n ccocc cc cs,11,2,0.033444470919266424,0.40734243091912536
155175,COc1ccc(-c2nn(CCC#N)cc2C(=O)Nc2ccc(C(C)=O)cc2)cc1[N+](=O)[O-],1,69.12350597609563,1.0,coc ccc c nn ccc n cc c nc ccc c c cc cc n,15,6,-0.015368502990847471,-0.12164942599713251
310211,O=C(C[C@H]1C[C@H](C(=O)N2CCOCC2)[C@@]2(CCC3CCCC3)c3[nH]c4ccc(Cl)cc4c3CCN2C1=O)NCCN1CCOCC1,1,68.9243027888446,1.0,c c c h c c h c n ccocc c ccc cccc c nh c ccc cl cc c ccn c nccn ccocc,24,3,0.004421831619239749,0.0023158422079315438
88131,CCOC(=O)[C@]12Cc3cc(Cl)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12,1,68.52589641434264,1.0,ccoc c cc cc cl ccc c h n c ccccc c c cc oc ccc,16,4,-0.1612474161819243,-0.23131408863674555
107053,CCc1ccc(C(=O)COC(=O)c2cc([N+](=O)[O-])ccc2NCCO)cc1,1,68.32669322709162,1.0,ccc ccc c coc c cc n ccc ncco cc,10,0,0.1873784248349672,0.05079505774753226
295322,O=C(CC1C[C@H](C(=O)N2CCOCC2)[C@@]2(CCC3CCCC3)c3[nH]c4ccccc4c3CCN2C1=O)NCc1ccco1,1,68.12749003984064,1.0,c cc c c h c n ccocc c ccc cccc c nh c ccccc c ccn c ncc ccco,20,3,-0.02532325463479407,0.10692252856016134
22820,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)c1nc[nH]c1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)OC(C)(C)C,1,67.92828685258962,1.0,cc c c oc ncccc c h nc c nc nh c c nc ccn c oc c c c cc c oc c c c,26,5,-0.37565672903070246,0.21898644840683798
23419,CC(C)(C)c1ccc(/C=C2\CCn3c2nc2cc(C(=O)O)ccc2c3=O)cc1,1,67.72908366533864,1.0,cc c c c ccc c c ccn c nc cc c ccc c cc,15,9,0.10106735689144168,-0.07684853479806772
318609,O=C(NCCCc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,1,67.33067729083665,1.0,c ncccc ccccc c cc n ccc cl,8,4,0.026927018527664815,-0.2532434025932016
357155,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,1,67.13147410358566,1.0,oc c cl cc cl c cl c cc c c cl cc cl c cl,16,4,-0.12307454522544416,-0.18195370403856054
318615,O=C(NCCCc1ccccc1)c1ccc([N+](=O)[O-])cc1Cl,1,67.13147410358566,1.0,c ncccc ccccc c ccc n cc cl,8,4,-0.060513683708067985,-0.19683157172102597
202971,CSC(=Nc1ccccc1)N=C(SCc1ccccc1)N(C)C,1,67.13147410358566,1.0,csc nc ccccc n c scc ccccc n c c,10,7,-0.18083055812935828,0.1476247697317218
245422,Cc1ccc(S(=O)(=O)N2C[C@H]3[C@H]4C(=O)N(c5ccccc5)C(=O)[C@H]4CC(=O)[C@H]3[C@@H]2c2cccc3ccccc23)cc1,1,66.93227091633464,1.0,cc ccc n c c h c h c n c ccccc c c h cc c h c h c cccc ccccc cc,24,9,0.011629098971189345,-0.18995196774088888
23173,CC(C)(C)c1cc(Br)c(O)c(N=Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,1,66.93227091633464,1.0,cc c c c cc br c c n nc ccc n ccocc cc c,15,2,0.127102272932325,0.10779931382772438
142245,COCCn1c(=NC(=O)c2ccc(S(=O)(=O)N3CCCc4ccccc43)cc2)sc2cc(S(C)(=O)=O)ccc21,1,66.73306772908366,0.0,coccn c nc c ccc n cccc ccccc cc sc cc c ccc,13,9,-0.05198240165738755,-0.021453843605325425
96440,CCOc1ccc(-c2ccc(NS(=O)(=O)c3cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c3)cc2)nn1,1,66.73306772908366,1.0,ccoc ccc c ccc ns c cc n c c c n c cc nn,15,6,-0.09737326065822306,-0.07545682453473666
104529,CCS(=O)(=O)c1ccc(-c2csc(-c3ccccc3)n2)c(Cl)c1Cl,1,66.73306772908366,1.0,ccs c ccc c csc c ccccc n c cl c cl,12,4,-0.11532713067910072,-0.03999583587292218
249086,Cc1ccc2cc3cc(C(=O)N4CCCCC4C)oc3nc2c1,1,66.73306772908366,1.0,cc ccc cc cc c n ccccc c oc nc c,11,9,-0.05995054877874072,-0.19385505944955653
57604,CCCCCOC(=O)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,1,66.73306772908366,1.0,cccccoc c ccc n c c c c cc c c c cc,13,9,-0.022161296385393645,-0.20006138058222045
319797,O=C(NCCc1ccccc1)/C(=C\c1cccc([N+](=O)[O-])c1)NC(=O)c1ccco1,1,66.53386454183267,1.0,c nccc ccccc c c c cccc n c nc c ccco,12,7,-0.16176295983670647,0.12961653301006978
35038,CC(NC(=O)Nc1cccc([N+](=O)[O-])c1)c1ccc2c(c1)OCO2,1,66.53386454183267,1.0,cc nc nc cccc n c c ccc c c oco,11,2,-0.18050104414473525,0.17591999286279872
23464,CC(C)(C)c1ccc(C(=O)N/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)Nc2cccc(C(=O)O)c2)cc1,1,66.53386454183267,1.0,cc c c c ccc c n c c c cccc n c c nc cccc c c cc,19,7,-0.04152898502242722,0.1326127355366458
207199,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccccc2)Oc2c(NC(=O)Nc3ccc(C(F)(F)F)cc3)cccc2C1=O,1,66.33466135458166,1.0,c c h co n c c h c c h cn c c nc ccccc oc c nc nc ccc c f f f cc cccc c,28,7,-0.24670930354325116,0.1641220600809961
303926,O=C(COC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)NCc1ccccc1,1,66.33466135458166,1.0,c coc c cc n ccc n ccocc ncc ccccc,10,0,0.4832566832015245,0.2551072511555078
31862,CC(C)[C@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2c(F)cccc2Cl)o1,1,66.13545816733067,1.0,cc c c h nc oc c c c c nnc cc c f cccc cl,16,6,-0.21071020364233925,0.001138234086458484
9159,C=CCn1c(SCc2cc([N+](=O)[O-])cc3c2OCOC3)nc2cc(C(=O)O)ccc2c1=O,1,65.93625498007967,1.0,c ccn c scc cc n cc c ococ nc cc c ccc c,14,6,-0.0095819238974513,-0.01926105456862596
257525,Cc1ccccc1C1=C/C(=C(\SS/C(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)=C2\C=C(c3ccccc3C)SS2)C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)SS1,1,65.73705179282868,1.0,cc ccccc c c c c ss c c c ccc occ c cl c cl c c c c ccccc c ss c c ccc occ c cl c cl ss,32,9,-0.0912723589445549,-0.08128812252641314
43639,CC1CC(C)CN(C(=O)COC(=O)c2cc([N+](=O)[O-])ccc2N2CCOCC2)C1,1,65.5378486055777,1.0,cc cc c cn c coc c cc n ccc n ccocc c,13,0,0.4870610997817024,0.145206075363407
264979,Cc1nc2ccc([N+](=O)[O-])cc2c(=O)n1Cc1ccc(Cl)cc1,1,65.33864541832668,1.0,cc nc ccc n cc c n cc ccc cl cc,11,6,0.02183706862664161,-0.3331980879026945
310212,O=C(C[C@H]1C[C@H](C(=O)N2CCOCC2)[C@@]2(CCC3CCCC3)c3[nH]c4ccc(Cl)cc4c3CCN2C1=O)NCCc1ccccn1,1,65.33864541832668,1.0,c c c h c c h c n ccocc c ccc cccc c nh c ccc cl cc c ccn c nccc ccccn,24,3,-0.04625611227806368,-0.02080233672917632
134860,COC(=O)c1ccc(CNC(=O)/C=C/c2cc([N+](=O)[O-])ccc2OC(F)F)cc1,1,65.13944223107569,1.0,coc c ccc cnc c c c cc n ccc oc f f cc,14,3,-0.042084689828409176,0.04152211932144197
